waktu,gain,power,gain(dBW),power (dBW),gain (numerik),power (numerik),sum gain (numerik),sum power (numerik),sum gain (dB),sum power (dB)
22:46.2,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
22:46.2,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
22:46.2,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
22:46.2,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
22:46.2,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
22:46.2,11.5625,-49.17368421,11.5625,-79.17368421,14.3301257,1.20957E-08,,,,
22:46.2,10.421875,-48.59047619,10.421875,-78.59047619,11.02014985,1.38341E-08,,,,
15:18.2,17.125,-38.07333333,17.125,-68.07333333,51.58221651,1.55836E-07,,,,
15:18.2,8.9375,-41.06142857,8.9375,-71.06142857,7.829787942,7.83172E-08,,,,
15:11.2,8.8125,-43.54117647,8.8125,-73.54117647,7.607640819,4.42468E-08,,,,
15:11.2,8.34375,-48.42727273,8.34375,-78.42727273,6.829281272,1.43639E-08,,,,
15:11.2,8.859375,-47.57923077,8.859375,-77.57923077,7.690197615,1.74613E-08,,,,
15:11.2,8.796875,-44.56153846,8.796875,-74.56153846,7.580319309,3.49821E-08,,,,
15:11.2,9.78125,-45.80526316,9.78125,-75.80526316,9.508784391,2.62708E-08,,,,
15:11.2,10.15625,-41.86769231,10.15625,-71.86769231,10.36632928,6.50475E-08,,,,
15:11.2,10.015625,-37.90666667,10.015625,-67.90666667,10.03604269,1.61932E-07,,,,
15:11.2,9.8125,-41.24285714,9.8125,-71.24285714,9.577452351,7.51129E-08,,,,
15:11.2,9.171875,-37.752,9.171875,-67.752,8.263946558,1.67803E-07,,,,
15:04.2,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
15:04.2,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
15:04.2,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
15:04.2,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
15:04.2,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
15:04.2,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
15:04.2,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
15:04.2,11.953125,-49.16842105,11.953125,-79.16842105,15.67878844,1.21104E-08,,,,
15:04.2,10.734375,-48.57142857,10.734375,-78.57142857,11.8423393,1.3895E-08,,,,
07:36.2,17.3125,-38.06,17.3125,-68.06,53.85797247,1.56315E-07,,,,
07:36.2,8.734375,-41.06142857,8.734375,-71.06142857,7.472010956,7.83172E-08,,,,
07:29.2,8.78125,-43.52941176,8.78125,-73.52941176,7.55309592,4.43669E-08,,,,
07:29.2,8.015625,-48.44090909,8.015625,-78.44090909,6.332314845,1.43189E-08,,,,
07:29.2,8.59375,-47.63076923,8.59375,-77.63076923,7.233941627,1.72553E-08,,,,
07:29.2,8.65625,-44.53846154,8.65625,-74.53846154,7.338799116,3.51685E-08,,,,
07:29.2,9.546875,-45.74,9.546875,-75.74,9.009226384,2.66686E-08,,,,
07:29.2,10.953125,-41.85923077,10.953125,-71.85923077,12.45410434,6.51744E-08,,,,
07:29.2,10.390625,-37.89375,10.390625,-67.89375,10.94113811,1.62415E-07,,,,
07:29.2,9.890625,-41.24285714,9.890625,-71.24285714,9.751299601,7.51129E-08,,,,
07:29.2,9.515625,-37.758,9.515625,-67.758,8.944632463,1.67571E-07,,,,
07:22.2,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
07:22.2,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
07:22.2,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
07:22.2,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
07:22.2,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
07:22.2,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
07:22.2,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
07:22.2,11.59375,-49.15789474,11.59375,-79.15789474,14.43361112,1.21398E-08,,,,
07:22.2,10.34375,-48.57619048,10.34375,-78.57619048,10.8236814,1.38797E-08,,,,
59:54.2,16.890625,-38.07333333,16.890625,-68.07333333,48.87226871,1.55836E-07,,,,
59:54.2,9.03125,-41.03571429,9.03125,-71.03571429,8.000644989,7.87823E-08,,,,
59:47.2,8.59375,-43.57058824,8.59375,-73.57058824,7.233941627,4.39482E-08,,,,
59:47.2,7.96875,-48.40909091,7.96875,-78.40909091,6.264335367,1.44242E-08,,,,
59:47.2,8.53125,-47.56538462,8.53125,-77.56538462,7.130582353,1.75171E-08,,,,
59:47.2,8.625,-44.53846154,8.625,-74.53846154,7.286181745,3.51685E-08,,,,
59:47.2,9.484375,-45.76,9.484375,-75.76,8.880501664,2.65461E-08,,,,
59:47.2,10.40625,-41.87615385,10.40625,-71.87615385,10.98057291,6.49209E-08,,,,
59:47.2,10.078125,-37.90666667,10.078125,-67.90666667,10.18151722,1.61932E-07,,,,
59:47.2,9.625,-41.24285714,9.625,-71.24285714,9.172759354,7.51129E-08,,,,
59:47.2,9.484375,-37.734,9.484375,-67.734,8.880501664,1.685E-07,,,,
59:40.2,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
59:40.2,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
59:40.2,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
59:40.2,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
59:40.2,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
59:40.2,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
59:40.2,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
59:40.2,11.4375,-49.16842105,11.4375,-79.16842105,13.92355068,1.21104E-08,,,,
59:40.2,10.1875,-48.57619048,10.1875,-78.57619048,10.44119003,1.38797E-08,,,,
52:12.2,17.296875,-38.05333333,17.296875,-68.05333333,53.66455099,1.56555E-07,,,,
52:12.2,8.8125,-41.04857143,8.8125,-71.04857143,7.607640819,7.85494E-08,,,,
52:05.2,8.875,-43.53529412,8.875,-73.53529412,7.717915156,4.43068E-08,,,,
52:05.2,8.84375,-48.40909091,8.84375,-78.40909091,7.662579617,1.44242E-08,,,,
52:05.2,9.34375,-47.58615385,9.34375,-77.58615385,8.597555737,1.74335E-08,,,,
52:05.2,8.875,-44.51538462,8.875,-74.51538462,7.717915156,3.53559E-08,,,,
52:05.2,10.390625,-45.715,10.390625,-75.715,10.94113811,2.68225E-08,,,,
52:05.2,10.484375,-41.84230769,10.484375,-71.84230769,11.17988921,6.54288E-08,,,,
52:05.2,10.28125,-37.91333333,10.28125,-67.91333333,10.66903156,1.61684E-07,,,,
52:05.2,9.515625,-41.26428571,9.515625,-71.26428571,8.944632463,7.47432E-08,,,,
52:05.2,9.125,-37.752,9.125,-67.752,8.175230379,1.67803E-07,,,,
51:58.2,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
51:58.2,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
51:58.2,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
51:58.2,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
51:58.2,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
51:58.2,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
51:58.2,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
51:58.2,12.421875,-49.18421053,12.421875,-79.18421053,17.46576048,1.20664E-08,,,,
51:58.2,11.0625,-48.59047619,11.0625,-78.59047619,12.77173798,1.38341E-08,,,,
44:30.2,17,-38.06,17,-68.06,50.11872336,1.56315E-07,,,,
44:30.2,8.703125,-41.02928571,8.703125,-71.02928571,7.418438489,7.8899E-08,,,,
44:23.2,8.890625,-43.54117647,8.890625,-73.54117647,7.745732598,4.42468E-08,,,,
44:23.2,7.859375,-48.43181818,7.859375,-78.43181818,6.108541096,1.43489E-08,,,,
44:23.2,8.46875,-47.57923077,8.46875,-77.57923077,7.028699885,1.74613E-08,,,,
44:23.2,8.828125,-44.52307692,8.828125,-74.52307692,7.635060803,3.52933E-08,,,,
44:23.2,9.390625,-45.735,9.390625,-75.735,8.690854917,2.66993E-08,,,,
44:23.2,9.8125,-41.86769231,9.8125,-71.86769231,9.577452351,6.50475E-08,,,,
44:23.2,10.03125,-37.92,10.03125,-67.92,10.07221529,1.61436E-07,,,,
44:23.2,9.40625,-41.25714286,9.40625,-71.25714286,8.722179097,7.48662E-08,,,,
44:23.2,9.0625,-37.734,9.0625,-67.734,8.058421878,1.685E-07,,,,
44:16.2,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
44:16.2,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
44:16.2,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
44:16.2,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
44:16.2,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
44:16.2,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
44:16.2,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
44:16.2,11.453125,-49.18421053,11.453125,-79.18421053,13.9737349,1.20664E-08,,,,
44:16.2,10.1875,-48.57142857,10.1875,-78.57142857,10.44119003,1.3895E-08,,,,
36:48.2,17.078125,-38.06,17.078125,-68.06,51.02846448,1.56315E-07,,,,
36:48.2,8.90625,-41.04857143,8.90625,-71.04857143,7.773650302,7.85494E-08,,,,
36:41.2,8.421875,-43.57058824,8.421875,-73.57058824,6.953244485,4.39482E-08,,,,
36:41.2,8.546875,-48.45909091,8.546875,-78.45909091,7.15628289,1.42591E-08,,,,
36:41.2,9.09375,-47.60769231,9.09375,-77.60769231,8.116616003,1.73473E-08,,,,
36:41.2,8.421875,-44.55384615,8.421875,-74.55384615,6.953244485,3.50441E-08,,,,
36:41.2,10.03125,-45.77,10.03125,-75.77,10.07221529,2.6485E-08,,,,
36:41.2,10.078125,-41.87615385,10.078125,-71.87615385,10.18151722,6.49209E-08,,,,
36:41.2,9.96875,-37.92,9.96875,-67.92,9.928302478,1.61436E-07,,,,
36:41.2,9.625,-41.24285714,9.625,-71.24285714,9.172759354,7.51129E-08,,,,
36:41.2,9.234375,-37.758,9.234375,-67.758,8.383734183,1.67571E-07,,,,
36:34.2,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
36:34.2,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
36:34.2,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
36:34.2,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
36:34.2,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
36:34.2,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
36:34.2,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
36:34.2,11.96875,-49.17894737,11.96875,-79.17894737,15.73529901,1.20811E-08,,,,
36:34.2,10.75,-48.58571429,10.75,-78.58571429,11.88502227,1.38493E-08,,,,
29:06.2,16.84375,-38.07333333,16.84375,-68.07333333,48.34760887,1.55836E-07,,,,
29:06.2,8.734375,-41.055,8.734375,-71.055,7.472010956,7.84332E-08,,,,
28:59.2,8.828125,-43.54705882,8.828125,-73.54705882,7.635060803,4.4187E-08,,,,
28:59.2,8.5625,-48.42272727,8.5625,-78.42272727,7.182076058,1.4379E-08,,,,
28:59.2,9.125,-47.58615385,9.125,-77.58615385,8.175230379,1.74335E-08,,,,
28:59.2,8.8125,-44.50769231,8.8125,-74.50769231,7.607640819,3.54185E-08,,,,
28:59.2,10.046875,-45.78,10.046875,-75.78,10.10851826,2.64241E-08,,,,
28:59.2,9.875,-41.87615385,9.875,-71.87615385,9.716279516,6.49209E-08,,,,
28:59.2,10.203125,-37.90666667,10.203125,-67.90666667,10.47882289,1.61932E-07,,,,
28:59.2,9.5625,-41.24285714,9.5625,-71.24285714,9.041698059,7.51129E-08,,,,
28:59.2,8.890625,-37.746,8.890625,-67.746,7.745732598,1.68035E-07,,,,
28:52.2,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
28:52.2,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
28:52.2,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
28:52.2,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
28:52.2,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
28:52.2,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
28:52.2,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
28:52.2,12.03125,-49.14736842,12.03125,-79.14736842,15.96338544,1.21692E-08,,,,
28:52.2,10.765625,-48.55714286,10.765625,-78.55714286,11.92785909,1.39407E-08,,,,
21:24.2,16.90625,-38.06666667,16.90625,-68.06666667,49.04841752,1.56075E-07,,,,
21:24.2,8.65625,-41.04214286,8.65625,-71.04214286,7.338799116,7.86658E-08,,,,
21:17.2,8.859375,-43.55882353,8.859375,-73.55882353,7.690197615,4.40674E-08,,,,
21:17.2,8.203125,-48.36818182,8.203125,-78.36818182,6.611690262,1.45607E-08,,,,
21:17.2,8.71875,-47.57923077,8.71875,-77.57923077,7.445176537,1.74613E-08,,,,
21:17.2,8.78125,-44.53076923,8.78125,-74.53076923,7.55309592,3.52308E-08,,,,
21:17.2,9.6875,-45.735,9.6875,-75.735,9.305720409,2.66993E-08,,,,
21:17.2,10,-41.87615385,10,-71.87615385,10,6.49209E-08,,,,
21:17.2,9.8125,-37.90666667,9.8125,-67.90666667,9.577452351,1.61932E-07,,,,
21:17.2,9.046875,-41.24285714,9.046875,-71.24285714,8.029481466,7.51129E-08,,,,
21:17.2,9.03125,-37.74,9.03125,-67.74,8.000644989,1.68267E-07,,,,
21:10.2,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
21:10.2,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
21:10.2,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
21:10.2,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
21:10.2,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
21:10.2,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
21:10.2,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
21:10.2,11.546875,-49.14210526,11.546875,-79.14210526,14.27866156,1.2184E-08,,,,
21:10.2,10.34375,-48.56666667,10.34375,-78.56666667,10.8236814,1.39102E-08,,,,
13:42.2,16.828125,-38.06666667,16.828125,-68.06666667,48.17397689,1.56075E-07,,,,
13:42.2,8.875,-41.06785714,8.875,-71.06785714,7.717915156,7.82014E-08,,,,
13:35.2,8.171875,-43.54117647,8.171875,-73.54117647,6.564286081,4.42468E-08,,,,
13:35.2,8.5625,-48.4,8.5625,-78.4,7.182076058,1.44544E-08,,,,
13:35.2,9.0625,-47.62307692,9.0625,-77.62307692,8.058421878,1.72859E-08,,,,
13:35.2,8.1875,-44.5,8.1875,-74.5,6.587945534,3.54813E-08,,,,
13:35.2,10.046875,-45.775,10.046875,-75.775,10.10851826,2.64545E-08,,,,
13:35.2,10,-41.87615385,10,-71.87615385,10,6.49209E-08,,,,
13:35.2,9.75,-37.92666667,9.75,-67.92666667,9.440608763,1.61188E-07,,,,
13:35.2,9.515625,-41.25,9.515625,-71.25,8.944632463,7.49894E-08,,,,
13:35.2,8.953125,-37.758,8.953125,-67.758,7.858008604,1.67571E-07,,,,
13:28.2,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
13:28.2,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
13:28.2,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
13:28.2,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
13:28.2,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
13:28.2,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
13:28.2,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
13:28.2,12.078125,-49.13684211,12.078125,-79.13684211,16.13661733,1.21988E-08,,,,
13:28.2,10.875,-48.55238095,10.875,-78.55238095,12.23207119,1.3956E-08,,,,
06:00.2,16.84375,-38.05333333,16.84375,-68.05333333,48.34760887,1.56555E-07,,,,
06:00.2,8.578125,-41.06142857,8.578125,-71.06142857,7.207962193,7.83172E-08,,,,
05:53.2,8.671875,-43.53529412,8.671875,-73.53529412,7.365250123,4.43068E-08,,,,
05:53.2,8.1875,-48.45909091,8.1875,-78.45909091,6.587945534,1.42591E-08,,,,
05:53.2,8.78125,-47.61538462,8.78125,-77.61538462,7.55309592,1.73166E-08,,,,
05:53.2,8.625,-44.47230769,8.625,-74.47230769,7.286181745,3.57083E-08,,,,
05:53.2,9.6875,-45.74,9.6875,-75.74,9.305720409,2.66686E-08,,,,
05:53.2,10,-41.88461538,10,-71.88461538,10,6.47945E-08,,,,
05:53.2,9.890625,-37.92,9.890625,-67.92,9.751299601,1.61436E-07,,,,
05:53.2,9.34375,-41.22857143,9.34375,-71.22857143,8.597555737,7.53603E-08,,,,
05:53.2,8.796875,-37.758,8.796875,-67.758,7.580319309,1.67571E-07,,,,
05:46.2,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,24.49075438,2.69345E-08,13.89002163,-75.69691121
05:46.2,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
05:46.2,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
05:46.2,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
05:46.2,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
05:46.2,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
05:46.2,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
05:46.2,11.453125,-49.16315789,11.453125,-79.16315789,13.9737349,1.21251E-08,,,,
05:46.2,10.21875,-48.54761905,10.21875,-78.54761905,10.51659138,1.39713E-08,,,,
